function,smellKey,smellKey_encoded
"private boolean evalBetaNode(PathMemory pmem, NetworkNode node, Memory nodeMem, SegmentMemory[] smems, int smemIndex, TupleSets<LeftTuple> trgTuples, ActivationsManager activationsManager, LinkedList<StackEntry> stack, boolean processRian, RuleExecutor executor, TupleSets<LeftTuple> srcTuples, TupleSets<LeftTuple> stagedLeftTuples, LeftTupleSinkNode sink){
    BetaNode betaNode = (BetaNode) node;
    BetaMemory bm;
    AccumulateMemory am = null;
    if (NodeTypeEnums.AccumulateNode == node.getType()) {
        am = (AccumulateMemory) nodeMem;
        bm = am.getBetaMemory();
    } else {
        bm = (BetaMemory) nodeMem;
    }
    if (processRian && betaNode.isRightInputIsRiaNode()) {
        doRiaNode(activationsManager, pmem, srcTuples, betaNode, sink, smems, smemIndex, nodeMem, bm, stack, executor);
        return true;
    }
    switchOnDoBetaNode(node, trgTuples, activationsManager.getReteEvaluator(), srcTuples, stagedLeftTuples, sink, bm, am);
    return false;
}",java:S107,1.0
"public static Query9Def<T1, T2, T3, T4, T5, T6, T7, T8, T9> query(String name, Class<T1> type1, Class<T2> type2, Class<T3> type3, Class<T4> type4, Class<T5> type5, Class<T6> type6, Class<T7> type7, Class<T8> type8, Class<T9> type9){
    return new Query9DefImpl<>(VIEW_BUILDER, name, type1, type2, type3, type4, type5, type6, type7, type8, type9);
}",java:S107,1.0
"public static Query3Def<T1, T2, T3> query(String pkg, String name, Class<T1> type1, String arg1name, Class<T2> type2, String arg2name, Class<T3> type3, String arg3name){
    return new Query3DefImpl<>(VIEW_BUILDER, pkg, name, type1, arg1name, type2, arg2name, type3, arg3name);
}",java:S107,1.0
"public static void displayChildForums(JspWriter out, MultiSilverpeasBundle resources, boolean admin, boolean moderator, boolean reader, int currentForumId, String call, ForumsSessionController fsc, boolean isSubscriberByInheritance){
    int[] forumIds = fsc.getForumSonsIds(currentForumId);
    for (int forumId : forumIds) {
        boolean isForumSubscriberByInheritance = isSubscriberByInheritance;
        if (!isForumSubscriberByInheritance) {
            isForumSubscriberByInheritance = fsc.isForumSubscriberByInheritance(forumId);
        }
        Forum forum = fsc.getForum(forumId);
        displayForumLine(forum, resources, out, forum.getParentId(), call, admin, moderator, reader, 0, fsc, isForumSubscriberByInheritance);
    }
}",java:S107,1.0
"private boolean processBeliefSet(RuleImpl rule, InternalMatch internalMatch, Object payload, PropagationContext pctx, JTMSBeliefSet<M> jtmsBeliefSet, boolean wasDecided, boolean wasNegated, InternalFactHandle fh){
    if (!wasDecided && jtmsBeliefSet.isDecided()) {
        ep.insert(jtmsBeliefSet.getFactHandle(), payload, rule, internalMatch != null ? internalMatch.getTuple().getTupleSink() : null, getObjectTypeConf(jtmsBeliefSet));
        return true;
    } else if (wasDecided && !jtmsBeliefSet.isDecided()) {
        if (STRICT) {
            throw new IllegalStateException(""FATAL : A fact and its negation have been asserted "" + jtmsBeliefSet.getFactHandle().getObject());
        }
        ep.delete(fh, fh.getObject(), getObjectTypeConf(jtmsBeliefSet), pctx.getRuleOrigin(), internalMatch != null ? internalMatch.getTuple().getTupleSink() : null);
        return true;
    } else if (wasNegated != jtmsBeliefSet.isNegated()) {
        final PropagationContext updatePctx = ep.getPctxFactory().createPropagationContext(ep.getReteEvaluator().getNextPropagationIdCounter(), PropagationContext.Type.MODIFICATION, pctx.getRuleOrigin(), pctx.getTerminalNodeOrigin(), fh, ep.getEntryPoint());
        ep.update(fh, fh.getObject(), fh.getObject(), getObjectTypeConf(jtmsBeliefSet), updatePctx);
    }
    return false;
}",java:S107,1.0
"public static ExprViewItem<T> groupBy(ViewItem<T> viewItem, Variable<A> var1, Variable<B> var2, Variable<C> var3, Variable<D> var4, Variable<K> varKey, Function4<A, B, C, D, K> groupingFunction, AccumulateFunction... accFunctions){
    return new GroupByExprViewItem<>(viewItem, new Variable[] { var1, var2, var3, var4 }, varKey, toFunctionN(groupingFunction), accFunctions);
}",java:S107,1.0
"public void send(MessageProducer producer, Message message) throws Exception{
    if (preserveMessageQos) {
        long ttl = message.getJMSExpiration();
        if (ttl != 0) {
            ttl = ttl - System.currentTimeMillis();
            if (ttl <= 0) {
                ttl = 1;
            }
        }
        int priority = message.getJMSPriority();
        if (priority < 0 || priority > 9) {
            priority = this.priority;
        }
        int resolvedDeliveryMode = resolveDeliveryMode(message);
        producer.send(message, resolvedDeliveryMode, priority, ttl);
    } else if (explicitQosEnabled) {
        producer.send(message, deliveryMode, priority, timeToLive);
    } else {
        producer.send(message);
    }
}",java:S112,4.0
"public final PGConnection initJdbc() throws Exception{
    PGConnection conn;
    if (this.getDatasource() != null) {
        conn = PgEventHelper.toPGConnection(this.getDatasource().getConnection());
    } else {
        ClassResolver classResolver = getCamelContext().getClassResolver();
        classResolver.resolveMandatoryClass(PGDriver.class.getName(), PgEventComponent.class.getClassLoader());
        conn = (PGConnection) DriverManager.getConnection(""jdbc:pgsql://"" + this.getHost() + "":"" + this.getPort() + ""/"" + this.getDatabase(), this.getUser(), this.getPass());
    }
    return conn;
}",java:S112,4.0
"private String doMessage(String msg) throws Exception{
    String resp = """";
    try (Socket echoSocket = new Socket(this.host, this.port)) {
        try (PrintWriter out = new PrintWriter(echoSocket.getOutputStream(), true)) {
            try (BufferedReader in = new BufferedReader(new InputStreamReader(echoSocket.getInputStream()))) {
                out.println(msg);
                resp = in.readLine();
            }
        }
    } catch (IOException e) {
        throw new Exception(""Unable to send message to ChatScript Server. Reason:"" + e.getMessage(), e);
    }
    return resp;
}",java:S112,4.0
"protected void setupSocketProtocol(MinaConfiguration configuration) throws Exception{
    LOG.debug(""createSocketEndpoint"");
    boolean minaLogger = configuration.isMinaLogger();
    List<IoFilter> filters = configuration.getFilters();
    address = new InetSocketAddress(configuration.getHost(), configuration.getPort());
    final int processorCount = Runtime.getRuntime().availableProcessors() + 1;
    acceptor = new NioSocketAcceptor(processorCount);
    configureCodecFactory(""MinaConsumer"", acceptor, configuration);
    ((NioSocketAcceptor) acceptor).setReuseAddress(true);
    setupNioSocketAcceptor(configuration, minaLogger, filters);
    if (configuration.getSslContextParameters() != null) {
        SslFilter filter = new SslFilter(configuration.getSslContextParameters().createSSLContext(getEndpoint().getCamelContext()));
        acceptor.getFilterChain().addFirst(""sslFilter"", filter);
    }
}",java:S112,4.0
"protected void doPreSetup() throws Exception{
}",java:S112,4.0
"protected Node getMessageBodyNode(Message message) throws Exception{
    InputStream is = message.getMandatoryBody(InputStream.class);
    Boolean isPlainText = isPlainText(message);
    Node node;
    if (isPlainText != null && isPlainText) {
        node = getTextNode(message, is);
    } else {
        ValidatorErrorHandler errorHandler = new DefaultValidationErrorHandler();
        Schema schema = getSchemaForSigner(message, errorHandler);
        Document doc = parseInput(is, getConfiguration().getDisallowDoctypeDecl(), schema, errorHandler);
        errorHandler.handleErrors(message.getExchange(), schema, null);
        node = doc.getDocumentElement();
        LOG.debug(""Root element of document to be signed: {}"", node);
    }
    return node;
}",java:S112,4.0
"private KnativeConfiguration getKnativeConfiguration() throws Exception{
    final String envConfig = System.getenv(KnativeConstants.CONFIGURATION_ENV_VARIABLE);
    final KnativeConfiguration conf = configuration.copy();
    if (conf.getTransportOptions() == null) {
        conf.setTransportOptions(new HashMap<>());
    }
    if (conf.getFilters() == null) {
        conf.setFilters(new HashMap<>());
    }
    if (conf.getCeOverride() == null) {
        conf.setCeOverride(new HashMap<>());
    }
    if (conf.getEnvironment() == null) {
        KnativeEnvironment env;
        if (environmentPath != null) {
            env = KnativeEnvironment.mandatoryLoadFromResource(getCamelContext(), this.environmentPath);
        } else if (envConfig != null) {
            env = envConfig.startsWith(""file:"") || envConfig.startsWith(""classpath:"") ? KnativeEnvironment.mandatoryLoadFromResource(getCamelContext(), envConfig) : KnativeEnvironment.mandatoryLoadFromSerializedString(envConfig);
        } else {
            env = CamelContextHelper.findSingleByType(getCamelContext(), KnativeEnvironment.class);
        }
        if (env == null) {
            throw new IllegalStateException(""Cannot load Knative configuration from file or env variable"");
        }
        conf.setEnvironment(env);
    }
    return conf;
}",java:S112,4.0
"protected void addNotificationListener() throws Exception{
    JMXEndpoint ep = getEndpoint();
    NotificationFilter nf = ep.getNotificationFilter();
    if (nf == null && ep.getObservedAttribute() != null) {
        LOG.debug(""Observing attribute: {}"", ep.getObservedAttribute());
        boolean match = !ep.isNotifyDiffer();
        nf = new JMXConsumerNotificationFilter(ep.getObservedAttribute(), ep.getStringToCompare(), match);
    }
    ObjectName objectName = ep.getJMXObjectName();
    getServerConnection().addNotificationListener(objectName, this, nf, ep.getHandback());
}",java:S112,4.0
"protected ServerConnector getSslSocketConnector(Server server) throws Exception{
    ServerConnector sslSocketConnector = null;
    SSLContextParameters sslParams = this.sslContextParameters;
    if (sslParams == null) {
        sslParams = retrieveGlobalSslContextParameters();
    }
    SslContextFactory.Server sslContextFactory = new SslContextFactory.Server();
    sslContextFactory.setEndpointIdentificationAlgorithm(null);
    if (sslParams != null) {
        sslContextFactory.setSslContext(sslParams.createSSLContext(getCamelContext()));
    } else {
        sslContextFactory.setKeyStorePassword(sslKeyPassword);
        sslContextFactory.setKeyManagerPassword(sslPassword);
        if (sslKeystore != null) {
            sslContextFactory.setKeyStorePath(sslKeystore);
        }
    }
    sslSocketConnector = new ServerConnector(server, sslContextFactory);
    return sslSocketConnector;
}",java:S112,4.0
"private Status updateStatus(StatusUpdate status) throws Exception{
    Status response = endpoint.getProperties().getTwitter().v1().tweets().updateStatus(status);
    LOG.debug(""Updated status: {}"", status);
    LOG.debug(""Status id: {}"", response.getId());
    return response;
}",java:S112,4.0
"protected static final void setOnBreakReturn(int value){
    onBreakReturn = value;
}",java:S1124,6.0
"public static final int doCompare(InternalMatch existing, InternalMatch adding){
    if (existing == adding) {
        return 0;
    }
    final int s1 = existing.getSalience();
    final int s2 = adding.getSalience();
    if (s1 != s2) {
        return s1 > s2 ? 1 : -1;
    }
    Rule r1 = existing.getRule();
    Rule r2 = adding.getRule();
    if (r1.getLoadOrder() == r2.getLoadOrder()) {
        return existing.getActivationNumber() > adding.getActivationNumber() ? 1 : -1;
    }
    return r2.getLoadOrder() - r1.getLoadOrder();
}",java:S1124,6.0
"protected static final void registerBreakpoint(String sourceName, int lineNumber){
    if (verbose) {
        logger.info(""Registering breakpoint for "" + sourceName + "":"" + lineNumber);
    }
    MVELRuntime.registerBreakpoint(sourceName, lineNumber);
}",java:S1124,6.0
"private static synchronized ActualMountService applyWorkaroundForProblematicFuse(MountService targetedService, boolean isDesired, AtomicReference<MountService> firstUsedProblematicFuseMountService){
    var targetIsProblematicFuse = isProblematicFuseService(targetedService);
    if (targetIsProblematicFuse && firstUsedProblematicFuseMountService.get() == null) {
        firstUsedProblematicFuseMountService.set(targetedService);
    }
    if (targetIsProblematicFuse && !firstUsedProblematicFuseMountService.get().equals(targetedService)) {
        return new ActualMountService(formerSelectedMountService.get(), false);
    } else {
        formerSelectedMountService.set(targetedService);
        return new ActualMountService(targetedService, isDesired);
    }
}",java:S1124,6.0
"protected static final void removeBreakpoint(String sourceName, int lineNumber){
    if (verbose) {
        logger.info(""Removing breakpoint from "" + sourceName + "":"" + lineNumber);
    }
    MVELRuntime.removeBreakpoint(sourceName, lineNumber);
}",java:S1124,6.0
"public static final int doCompare(final RuleAgendaItem existing, final RuleAgendaItem adding){
    if (existing == adding) {
        return 0;
    }
    final int s1 = existing.getSalience();
    final int s2 = adding.getSalience();
    if (s1 != s2) {
        return s1 > s2 ? 1 : -1;
    }
    Rule r1 = existing.getRule();
    Rule r2 = adding.getRule();
    if (r1.getLoadOrder() == r2.getLoadOrder()) {
        return adding.getTerminalNode().getId() - existing.getTerminalNode().getId();
    }
    return r2.getLoadOrder() - r1.getLoadOrder();
}",java:S1124,6.0
"public static final String formatInPercent(double rate){
    NumberFormat percent = NumberFormat.getPercentInstance();
    percent.setMaximumFractionDigits(PERCENT_FORMAT_DIGITS_PRECISION);
    return percent.format(rate);
}",java:S1124,6.0
"private static final int onBreak(Frame frame){
    if (verbose) {
        logger.info(""Continuing with "" + (onBreakReturn == Debugger.CONTINUE ? ""continue"" : ""step-over""));
    }
    return onBreakReturn;
}",java:S1124,6.0
"public ClassLoader getClassLoader(){
    throw new UnsupportedOperationException();
}",java:S1124,6.0
"protected static final void clearAllBreakpoints(){
    if (verbose) {
        logger.info(""Clearing all breakpoints"");
    }
    MVELRuntime.clearAllBreakpoints();
}",java:S1124,6.0
"@Override
@Nullable
public WALPointer addRecord(WALRecord rec) throws StorageException, IgniteCheckedException{
    assert rec.size() > 0 : rec;
    for (; ; ) {
        checkNode();
        SegmentedRingByteBuffer.WriteSegment seg;
        try {
            if (rec.type() == SWITCH_SEGMENT_RECORD && !resume)
                seg = buf.offerSafe(rec.size());
            else
                seg = buf.offer(rec.size());
        } catch (IgniteException e) {
            throw new IgniteCheckedException(e);
        }
        WALPointer ptr = null;
        if (seg != null) {
            try {
                int pos = (int) (seg.position() - rec.size());
                ByteBuffer buf = seg.buffer();
                if (buf == null)
                    return null;
                ptr = new WALPointer(getSegmentId(), pos, rec.size());
                rec.position(ptr);
                fillBuffer(buf, rec);
                if (mmap) {
                    while (true) {
                        long written0 = written;
                        if (seg.position() > written0) {
                            if (WRITTEN_UPD.compareAndSet(this, written0, seg.position()))
                                break;
                        } else
                            break;
                    }
                }
                return ptr;
            } finally {
                seg.release();
                if (mode == WALMode.BACKGROUND && rec instanceof CheckpointRecord)
                    flushOrWait(ptr);
            }
        } else
            walWriter.flushAll();
    }
}",java:S1130,7.0
" static String encodeTokenValue(String value) throws URISyntaxException{
    return URISupport.createQueryString(Collections.singletonMap(""x"", value)).substring(2).replace(""+"", ""%2B"").replace(""%3A"", "":"");
}",java:S1130,7.0
"private Collection<Cache.Entry<Integer, Object>> executeQuery(double minSalary, double maxSalary) throws Exception{
    SqlQuery qry = new SqlQuery(Person.class, ""salary >= ? and salary <= ?"");
    qry.setArgs(minSalary, maxSalary);
    return cache.query(qry).getAll();
}",java:S1130,7.0
"public void processEvent(Object record, String replayId) throws IOException{
    final Exchange exchange = createExchange(true);
    final Message in = exchange.getIn();
    in.setBody(record);
    in.setHeader(HEADER_SALESFORCE_PUBSUB_REPLAY_ID, replayId);
    AsyncCallback cb = defaultConsumerCallback(exchange, true);
    getAsyncProcessor().process(exchange, cb);
}",java:S1130,7.0
"private void doInvoke(final IgniteCache<Object, Object> cache) throws Exception{
    final int i = nextRandom(args.range());
    if (nextBoolean())
        cache.invoke(createRandomKey(i, cache.getName()), replaceEntryProc, createRandomValue(i + 1, cache.getName()));
    else
        cache.invoke(createRandomKey(i, cache.getName()), rmvEntryProc);
}",java:S1130,7.0
"@Override
public WALRecord read(WALPointer ptr) throws IgniteCheckedException, StorageException{
    try (WALIterator it = replay(ptr)) {
        IgniteBiTuple<WALPointer, WALRecord> rec = it.next();
        if (rec != null && rec.get2().position().equals(ptr))
            return rec.get2();
        else
            throw new StorageException(""Failed to read record by pointer [ptr="" + ptr + "", rec="" + rec + ""]"");
    }
}",java:S1130,7.0
"protected RoutesBuilder createRouteBuilder() throws Exception{
    return new RouteBuilder() {

        @Override
        public void configure() {
        }
    };
}",java:S1130,7.0
"private String readLine() throws IOException{
    String line = null;
    int newLineMatchByteCount;
    boolean isLastFilePart = no == 1;
    int i = currentLastBytePos;
    while (i > -1) {
        if (!isLastFilePart && i < avoidNewlineSplitBufferSize) {
            createLeftOver();
            break;
        }
        if ((newLineMatchByteCount = getNewLineMatchByteCount(data, i)) > 0) {
            final int lineStart = i + 1;
            int lineLengthBytes = currentLastBytePos - lineStart + 1;
            if (lineLengthBytes < 0) {
                throw new IllegalStateException(""Unexpected negative line length="" + lineLengthBytes);
            }
            byte[] lineData = new byte[lineLengthBytes];
            System.arraycopy(data, lineStart, lineData, 0, lineLengthBytes);
            line = new String(lineData, encoding);
            currentLastBytePos = i - newLineMatchByteCount;
            break;
        }
        i -= byteDecrement;
        if (i < 0) {
            createLeftOver();
            break;
        }
    }
    if (isLastFilePart && leftOver != null) {
        line = new String(leftOver, encoding);
        leftOver = null;
    }
    return line;
}",java:S1130,7.0
"private Collection<List<?>> executeQueryJoin(double minSalary, double maxSalary) throws Exception{
    IgniteCache<Integer, Object> cache = cacheForOperation(true);
    SqlFieldsQuery qry = new SqlFieldsQuery(""select p.id, p.orgId, p.firstName, p.lastName, p.salary, o.name "" + ""from Person p "" + ""left join Organization o "" + ""on p.id = o.id "" + ""where salary >= ? and salary <= ?"");
    qry.setArgs(minSalary, maxSalary);
    return cache.query(qry).getAll();
}",java:S1130,7.0
"public static BodyPublisher ofStreamPart(Map<Object, Object> data, String boundary) throws IOException{
    Supplier<? extends InputStream> streamSupplier = new FileUploadStreamSupplier(data, boundary).generate();
    return BodyPublishers.ofInputStream(streamSupplier);
}",java:S1130,7.0
"private static ChartPersonnVO buildFakePersonUnit(){
    ChartPersonnVO chart = new ChartPersonnVO();
    OrganizationBox rootOrganization = new OrganizationBox();
    List<UserVO> mainActors = new ArrayList<>();
    mainActors.add(new UserVO(""Laurent Morel"", ""l.morel"", ""Directeur""));
    mainActors.add(new UserVO(""Dupond Jean"", ""j.dupond"", ""Directeur associ̩""));
    rootOrganization.setName(""DGS"");
    rootOrganization.setDn(""OU=DGS,OU=Issy,dc=mondomain,dc=com"");
    rootOrganization.setMainActors(mainActors);
    rootOrganization.setParentDn(""OU=Issy,dc=mondomain,dc=com"");
    chart.setRootOrganization(rootOrganization);
    CategoryBox category1 = new CategoryBox();
    category1.setName(""Secr̩taire"");
    List<UserVO> letusers = new ArrayList<>();
    letusers.add(new UserVO(""Murielle Dus"", ""m.duc"", null));
    letusers.add(new UserVO(""Camille Bet"", ""c.bet"", null));
    category1.setUsers(letusers);
    CategoryBox category2 = new CategoryBox();
    category2.setName(""Adjoints"");
    List<UserVO> rightusers = new ArrayList<>();
    rightusers.add(new UserVO(""Jeanne Calment"", ""m.duc"", null));
    rightusers.add(new UserVO(""Pierre Le Bon"", ""p.lebon"", null));
    category2.setUsers(rightusers);
    List<CategoryBox> categories = new ArrayList<>();
    categories.add(category1);
    categories.add(category2);
    chart.setCategories(categories);
    return chart;
}",java:S1144,10.0
"private static boolean contains(Object[] array, Object value){
    for (int i = 0; i < array.length; i++) {
        if (array[i] == null && value == null || array[i] != null && array[i].equals(value)) {
            return true;
        }
    }
    return false;
}",java:S1144,10.0
"private static Drive getClient(Exchange exchange){
    GoogleDriveComponent component = exchange.getContext().getComponent(""google-drive"", GoogleDriveComponent.class);
    return component.getClient(component.getConfiguration());
}",java:S1144,10.0
"private Type type(String typeName){
    return classGenerator.toType(typeName);
}",java:S1144,10.0
"private static String createRules2(String dialect){
    return """" + ""rule \""r1\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r1\"" , t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r2\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r2\"" , t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r3\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""CAD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r3\"", t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r4\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r4\"", t.getTransactionNumber()));\n"" + ""end \n"";
}",java:S1144,10.0
"private static void stripBlockDescr(String originalCode, StringBuilder consequence, JavaBlockDescr block, int offset){
    addWhiteSpaces(originalCode, consequence, consequence.length(), block.getEnd() - offset);
}",java:S1144,10.0
