function,smellKey,smellKey_encoded
"public Exchange createExchange(PDU pdu, CommandResponderEvent event){
    Exchange exchange = createExchange(false);
    exchange.setIn(new SnmpMessage(getEndpoint().getCamelContext(), pdu, event));
    return exchange;
}",java:S3740,38
"private void analyzeServiceInterface(Class<?> serviceInterface){
    Method[] methods = serviceInterface.getMethods();
    for (Method method : methods) {
        MethodInfo info = analyzeMethod(method);
        for (int i = 0; i < info.getIn().length; i++) {
            TypeInfo ti = info.getIn()[i];
            if (inTypeNameToQName.containsKey(ti.getTypeName())) {
                if (ti.getTypeName() != null) {
                    if (!ti.getTypeName().equals(""jakarta.xml.ws.Holder"") && !inTypeNameToQName.get(ti.getTypeName()).equals(ti.getElName())) {
                        LOG.warn(""Ambiguous QName mapping. The type [{}] is already mapped to a QName in this context."", ti.getTypeName());
                        continue;
                    }
                }
            }
            inTypeNameToQName.put(ti.getTypeName(), ti.getElName());
        }
        String soapAction = info.getSoapAction();
        if (soapAction != null && !soapAction.isEmpty()) {
            soapActionToMethodInfo.put(soapAction, info);
            addExceptions(soapAction, method);
        } else {
            addExceptions(null, method);
        }
        outTypeNameToQName.put(info.getOut().getTypeName(), info.getOut().getElName());
    }
}",java:S3776,39
"public synchronized Service createService(CamelContext camelContext){
    final ServiceArgs args = new ServiceArgs();
    if (host != null) {
        args.setHost(host);
    }
    if (port > 0) {
        args.setPort(port);
    }
    if (scheme != null) {
        args.setScheme(scheme);
    }
    if (app != null) {
        args.setApp(app);
    }
    if (owner != null) {
        args.setOwner(owner);
    }
    if (username != null) {
        args.setUsername(username);
    }
    if (password != null && token == null) {
        args.setPassword(password);
    }
    if (token != null) {
        args.setToken(String.format(""Bearer %s"", token));
        args.remove(""username"");
        args.remove(""password"");
    }
    if (isUseSunHttpsHandler()) {
        String sunHandlerClassName = ""sun.net.www.protocol.https.Handler"";
        Class<URLStreamHandler> clazz = camelContext.getClassResolver().resolveClass(sunHandlerClassName, URLStreamHandler.class);
        if (clazz != null) {
            URLStreamHandler handler = camelContext.getInjector().newInstance(clazz);
            args.setHTTPSHandler(handler);
            LOG.debug(""using the URLStreamHandler {} for {}"", handler, args);
        } else {
            LOG.warn(""could not resolve and use the URLStreamHandler class '{}'"", sunHandlerClassName);
        }
    }
    ExecutorService executor = camelContext.getExecutorServiceManager().newSingleThreadExecutor(this, ""DefaultSplunkConnectionFactory"");
    Future<Service> future = executor.submit(new Callable<Service>() {

        public Service call() throws Exception {
            if (Service.DEFAULT_SCHEME.equals(getScheme())) {
                LOG.debug(""Https in use. Setting SSL protocol to {}"", getSslProtocol());
                HttpService.setSslSecurityProtocol(getSslProtocol());
            }
            return Service.connect(args);
        }
    });
    try {
        Service service = null;
        if (connectionTimeout > 0) {
            service = future.get(connectionTimeout, TimeUnit.MILLISECONDS);
        } else {
            service = future.get();
        }
        LOG.info(""Successfully connected to Splunk"");
        return service;
    } catch (Exception e) {
        throw new RuntimeException(String.format(""could not connect to Splunk Server @ %s:%d - %s"", host, port, e.getMessage()), e);
    } finally {
        camelContext.getExecutorServiceManager().shutdownNow(executor);
    }
}",java:S3776,39
"private List<SplunkEvent> extractData(Job job, boolean realtime, SplunkResultProcessor callback) throws Exception{
    List<SplunkEvent> result = new ArrayList<>();
    HashMap<String, String> data;
    SplunkEvent splunkData;
    ResultsReader resultsReader = null;
    int total = 0;
    if (realtime) {
        total = job.getResultPreviewCount();
    } else {
        total = job.getResultCount();
    }
    if (getCount() == 0 || total < getCount()) {
        InputStream stream = null;
        JobResultsArgs outputArgs = new JobResultsArgs();
        outputArgs.setOutputMode(OutputMode.JSON);
        if (realtime) {
            if (getCount() > 0) {
                outputArgs.setCount(getCount());
            }
            stream = job.getResultsPreview(outputArgs);
        } else {
            stream = job.getResults(outputArgs);
        }
        resultsReader = new ResultsReaderJson(stream);
        while ((data = resultsReader.getNextEvent()) != null) {
            splunkData = new SplunkEvent(data);
            if (callback != null) {
                callback.process(splunkData);
            } else {
                result.add(splunkData);
            }
        }
        IOHelper.close(stream);
    } else {
        int offset = 0;
        while (offset < total) {
            InputStream stream;
            JobResultsArgs outputArgs = new JobResultsArgs();
            outputArgs.setOutputMode(OutputMode.JSON);
            outputArgs.setCount(getCount());
            outputArgs.setOffset(offset);
            if (realtime) {
                stream = job.getResultsPreview(outputArgs);
            } else {
                stream = job.getResults(outputArgs);
            }
            resultsReader = new ResultsReaderJson(stream);
            while ((data = resultsReader.getNextEvent()) != null) {
                splunkData = new SplunkEvent(data);
                if (callback != null) {
                    callback.process(splunkData);
                } else {
                    result.add(splunkData);
                }
            }
            offset += getCount();
            IOHelper.close(stream);
        }
    }
    if (resultsReader != null) {
        resultsReader.close();
    }
    job.cancel();
    return result;
}",java:S3776,39
"private List<SplunkEvent> extractData(Job job, boolean realtime, SplunkResultProcessor callback) throws Exception{
    List<SplunkEvent> result = new ArrayList<>();
    HashMap<String, String> data;
    SplunkEvent splunkData;
    ResultsReader resultsReader = null;
    int total = 0;
    if (realtime) {
        total = job.getResultPreviewCount();
    } else {
        total = job.getResultCount();
    }
    if (getCount() == 0 || total < getCount()) {
        InputStream stream = null;
        JobResultsArgs outputArgs = new JobResultsArgs();
        outputArgs.setOutputMode(OutputMode.JSON);
        if (realtime) {
            if (getCount() > 0) {
                outputArgs.setCount(getCount());
            }
            stream = job.getResultsPreview(outputArgs);
        } else {
            stream = job.getResults(outputArgs);
        }
        resultsReader = new ResultsReaderJson(stream);
        while ((data = resultsReader.getNextEvent()) != null) {
            splunkData = new SplunkEvent(data);
            if (callback != null) {
                callback.process(splunkData);
            } else {
                result.add(splunkData);
            }
        }
        IOHelper.close(stream);
    } else {
        int offset = 0;
        while (offset < total) {
            InputStream stream;
            JobResultsArgs outputArgs = new JobResultsArgs();
            outputArgs.setOutputMode(OutputMode.JSON);
            outputArgs.setCount(getCount());
            outputArgs.setOffset(offset);
            if (realtime) {
                stream = job.getResultsPreview(outputArgs);
            } else {
                stream = job.getResults(outputArgs);
            }
            resultsReader = new ResultsReaderJson(stream);
            while ((data = resultsReader.getNextEvent()) != null) {
                splunkData = new SplunkEvent(data);
                if (callback != null) {
                    callback.process(splunkData);
                } else {
                    result.add(splunkData);
                }
            }
            offset += getCount();
            IOHelper.close(stream);
        }
    }
    if (resultsReader != null) {
        resultsReader.close();
    }
    job.cancel();
    return result;
}",java:S112,4
"@Deprecated
public String getJobLauncherRef(){
    return jobLauncherRef;
}",java:S6355,48
"@Deprecated
public void setJobLauncherRef(String jobLauncherRef){
    this.jobLauncherRef = jobLauncherRef;
}",java:S6355,48
"protected AbstractApplicationContext createDefaultApplicationContext(){
    ApplicationContext parentContext = getParentApplicationContext();
    if (getFileApplicationContextUri() != null) {
        String[] args = getFileApplicationContextUri().split("";"");
        if (parentContext != null) {
            return new FileSystemXmlApplicationContext(args, parentContext);
        } else {
            return new FileSystemXmlApplicationContext(args);
        }
    }
    String[] args = getApplicationContextUri().split("";"");
    if (parentContext != null) {
        return new ClassPathXmlApplicationContext(args, parentContext);
    } else {
        if (mainConfigurationProperties.getRoutesBuilderClasses() != null) {
            AnnotationConfigApplicationContext ac = new AnnotationConfigApplicationContext();
            ac.register(SpringCamelContext.class);
            Set<String> packages = new LinkedHashSet<>();
            String[] classes = mainConfigurationProperties.getRoutesBuilderClasses().split("","");
            for (String clazz : classes) {
                if (clazz.contains(""."")) {
                    String packageName = clazz.substring(0, clazz.lastIndexOf('.'));
                    packages.add(packageName);
                }
            }
            LOG.info(""Using Spring annotation scanning in packages: {}"", packages);
            ac.scan(packages.toArray(new String[0]));
            ac.refresh();
            return ac;
        } else {
            return new ClassPathXmlApplicationContext(args);
        }
    }
}",java:S3776,39
"public void setTemplate(RabbitTemplate template){
    this.template = template;
}",java:S2886,33
"public void declareElements(AbstractMessageListenerContainer container){
    AmqpAdmin admin = null;
    if (container instanceof MessageListenerContainer) {
        admin = ((MessageListenerContainer) container).getAmqpAdmin();
    }
    if (admin != null && autoDeclare) {
        if (deadLetterExchange != null) {
            ExchangeBuilder eb = new ExchangeBuilder(deadLetterExchange, deadLetterExchangeType);
            eb.withArguments(getDlqExchangeArgs());
            final org.springframework.amqp.core.Exchange rabbitExchange = eb.build();
            admin.declareExchange(rabbitExchange);
            if (deadLetterQueue != null) {
                QueueBuilder qb = QueueBuilder.durable(deadLetterQueue);
                Map<String, Object> args = getDlqQueueArgs();
                qb.withArguments(args);
                final Queue rabbitQueue = qb.build();
                admin.declareQueue(rabbitQueue);
                Binding binding = new Binding(rabbitQueue.getName(), Binding.DestinationType.QUEUE, rabbitExchange.getName(), deadLetterRoutingKey, getDlqBindingArgs());
                admin.declareBinding(binding);
                LOG.info(""Auto-declaring durable DeadLetterExchange: {} routingKey: {}"", deadLetterExchange, deadLetterRoutingKey);
            }
        }
        Map<String, Object> map = getExchangeArgs();
        boolean durable = parseArgsBoolean(map, ""durable"", ""true"");
        boolean autoDelete = parseArgsBoolean(map, ""autoDelete"", ""false"");
        if (!durable || autoDelete) {
            LOG.info(""Auto-declaring a non-durable or auto-delete Exchange ({}) durable:{}, auto-delete:{}. "" + ""It will be deleted by the broker if it shuts down, and can be redeclared by closing and "" + ""reopening the connection."", exchangeName, durable, autoDelete);
        }
        String en = SpringRabbitMQHelper.isDefaultExchange(getExchangeName()) ? """" : getExchangeName();
        ExchangeBuilder eb = new ExchangeBuilder(en, getExchangeType());
        eb.durable(durable);
        if (autoDelete) {
            eb.autoDelete();
        }
        eb.withArguments(map);
        final org.springframework.amqp.core.Exchange rabbitExchange = eb.build();
        admin.declareExchange(rabbitExchange);
        String queuesToDeclare = queues;
        String autoDeleteDefault = ""false"";
        boolean generateUniqueQueue = false;
        if (queuesToDeclare == null) {
            queuesToDeclare = "" "";
            generateUniqueQueue = true;
        }
        for (String queue : queuesToDeclare.split("","")) {
            queue = queue.trim();
            map = getQueueArgs();
            prepareDeadLetterQueueArgs(map);
            durable = parseArgsBoolean(map, ""durable"", ""false"");
            autoDelete = parseArgsBoolean(map, ""autoDelete"", autoDeleteDefault);
            boolean exclusive = parseArgsBoolean(map, ""exclusive"", ""false"");
            QueueBuilder qb;
            if (queue.isEmpty()) {
                qb = durable ? QueueBuilder.durable() : QueueBuilder.nonDurable();
            } else {
                qb = durable ? QueueBuilder.durable(queue) : QueueBuilder.nonDurable(queue);
            }
            if (autoDelete) {
                qb.autoDelete();
            }
            if (exclusive) {
                qb.exclusive();
            }
            String dle = parseArgsString(args, ""x-dead-letter-exchange"", deadLetterExchange);
            if (dle != null) {
                qb.deadLetterExchange(dle);
            }
            String dlrk = parseArgsString(args, ""x-dead-letter-routing-key"", deadLetterRoutingKey);
            if (dlrk != null) {
                qb.deadLetterRoutingKey(dlrk);
            }
            qb.withArguments(map);
            final Queue rabbitQueue = qb.build();
            if (!durable || autoDelete || exclusive) {
                LOG.info(""Auto-declaring a non-durable, auto-delete, or exclusive Queue ({})"" + ""durable:{}, auto-delete:{}, exclusive:{}. It will be redeclared if the broker stops and "" + ""is restarted while the connection factory is alive, but all messages will be lost."", rabbitQueue.getName(), durable, autoDelete, exclusive);
            }
            String qn = admin.declareQueue(rabbitQueue);
            if (generateUniqueQueue) {
                container.setQueueNames(qn);
            }
            Binding binding = new Binding(qn, Binding.DestinationType.QUEUE, rabbitExchange.getName(), routingKey, getBindingArgs());
            admin.declareBinding(binding);
        }
    }
}",java:S3776,39
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate;
}",java:S1452,23
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate;
}",java:S1452,23
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate;
}",java:S3740,38
"public void setRedisTemplate(RedisTemplate<?, ?> redisTemplate){
    this.redisTemplate = redisTemplate;
}",java:S3740,38
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate != null ? redisTemplate : createDefaultTemplate();
}",java:S1452,23
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate != null ? redisTemplate : createDefaultTemplate();
}",java:S1452,23
"public RedisTemplate<?, ?> getRedisTemplate(){
    return redisTemplate != null ? redisTemplate : createDefaultTemplate();
}",java:S3740,38
"public void setRedisTemplate(RedisTemplate<?, ?> redisTemplate){
    this.redisTemplate = redisTemplate;
}",java:S3740,38
"public RedisSerializer<?> getSerializer(){
    return serializer != null ? serializer : createDefaultSerializer();
}",java:S1452,23
"public RedisSerializer<?> getSerializer(){
    return serializer != null ? serializer : createDefaultSerializer();
}",java:S3740,38
"public void setSerializer(RedisSerializer<?> serializer){
    this.serializer = serializer;
}",java:S3740,38
"private RedisTemplate<?, ?> createDefaultTemplate(){
    redisTemplate = new RedisTemplate<>();
    redisTemplate.setDefaultSerializer(getSerializer());
    redisTemplate.setConnectionFactory(getConnectionFactory());
    redisTemplate.afterPropertiesSet();
    return redisTemplate;
}",java:S3740,38
"private RedisSerializer<?> createDefaultSerializer(){
    serializer = new JdkSerializationRedisSerializer();
    return serializer;
}",java:S3740,38
"protected void beforeProcess(Exchange exchange) throws Exception{
    List<ConfigAttribute> attributes = accessPolicy.getConfigAttributes();
    try {
        Authentication authToken = getAuthentication(exchange.getIn());
        if (authToken == null) {
            throw new CamelAuthorizationException(""Cannot find the Authentication instance."", exchange);
        }
        Authentication authenticated = authenticateIfRequired(authToken);
        try {
            this.accessDecisionManager.decide(authenticated, exchange, attributes);
        } catch (AccessDeniedException accessDeniedException) {
            exchange.getIn().setHeader(Exchange.AUTHENTICATION_FAILURE_POLICY_ID, getId());
            AuthorizationFailureEvent event = new AuthorizationFailureEvent(exchange, attributes, authenticated, accessDeniedException);
            publishEvent(event);
            throw accessDeniedException;
        }
        publishEvent(new AuthorizedEvent(exchange, attributes, authenticated));
    } catch (RuntimeException exception) {
        exchange.getIn().setHeader(Exchange.AUTHENTICATION_FAILURE_POLICY_ID, getId());
        throw new CamelAuthorizationException(""Cannot access the processor which has been protected."", exchange, exception);
    }
}",java:S112,4
"public AccessDecisionManager getAccessDecisionManager(){
    return accessDecisionManager;
}",java:S1874,25
"public void setAccessDecisionManager(AccessDecisionManager accessDecisionManager){
    this.accessDecisionManager = accessDecisionManager;
}",java:S1874,25
"protected void postProcess(BeanDefinitionBuilder beanDefinition, Element element){
}",java:S1186,16
"private void prepareMessageSenders(SpringWebserviceConfiguration configuration){
    if (!(configuration.getTimeout() > -1) && configuration.getSslContextParameters() == null) {
        return;
    }
    WebServiceTemplate webServiceTemplate = configuration.getWebServiceTemplate();
    WebServiceMessageSender[] messageSenders = webServiceTemplate.getMessageSenders();
    for (int i = 0; i < messageSenders.length; i++) {
        WebServiceMessageSender messageSender = messageSenders[i];
        if (messageSender instanceof HttpComponentsMessageSender) {
            if (configuration.getSslContextParameters() != null) {
                LOG.warn(""Not applying SSLContextParameters based configuration to HttpComponentsMessageSender.  "" + ""If you are using this MessageSender, which you are not by default, you will need "" + ""to configure SSL using the Commons HTTP 3.x Protocol registry."");
            }
            if (configuration.getTimeout() > -1) {
                if (messageSender.getClass().equals(HttpComponentsMessageSender.class)) {
                    ((HttpComponentsMessageSender) messageSender).setReadTimeout(configuration.getTimeout());
                } else {
                    LOG.warn(""Not applying timeout configuration to HttpComponentsMessageSender based implementation.  "" + ""You are using what appears to be a custom MessageSender, which you are not doing by default. "" + ""You will need configure timeout on your own."");
                }
            }
        } else if (messageSender.getClass().equals(HttpUrlConnectionMessageSender.class)) {
            messageSenders[i] = new AbstractHttpWebServiceMessageSenderDecorator((HttpUrlConnectionMessageSender) messageSender, configuration, getEndpoint().getCamelContext());
        } else {
            LOG.warn(""Ignoring the timeout and SSLContextParameters options for {}.  You will need to configure "" + ""these options directly on your custom configured WebServiceMessageSender"", messageSender);
        }
    }
}",java:S3776,39
"protected URI getDefaultResponseAction(Object endpoint, MessageAddressingProperties requestMap){
    URI requestAction = requestMap.getAction();
    if (requestAction != null) {
        return URI.create(requestAction.toString() + getOutputActionSuffix());
    } else {
        return null;
    }
}",java:S1172,13
"protected URI getDefaultFaultAction(Object endpoint, MessageAddressingProperties requestMap){
    URI requestAction = requestMap.getAction();
    if (requestAction != null) {
        return URI.create(requestAction.toString() + getFaultActionSuffix());
    } else {
        return null;
    }
}",java:S1172,13
"public void setDefaultServiceCallConfiguration(ServiceCallConfigurationDefinition defaultServiceCallConfiguration){
    this.defaultServiceCallConfiguration = defaultServiceCallConfiguration;
}",java:S1874,25
"public void setServiceCallConfigurations(List<ServiceCallConfigurationDefinition> serviceCallConfigurations){
    this.serviceCallConfigurations = serviceCallConfigurations;
}",java:S1874,25
"public List<RestDefinition> getRests(){
    return rests;
}",java:S4144,40
"public List<RouteConfigurationDefinition> getRouteConfigurations(){
    return routeConfigurations;
}",java:S4144,40
"public List<RouteDefinition> getRoutes(){
    return routes;
}",java:S4144,40
"public List<RouteTemplateDefinition> getRouteTemplates(){
    return routeTemplates;
}",java:S4144,40
"protected void postProcess(BeanDefinitionBuilder beanDefinition, Element element){
}",java:S1186,16
"public static void doBeforeParse(Node node){
    if (node.getNodeType() == Node.ELEMENT_NODE) {
        Document doc = node.getOwnerDocument();
        if (node.getNamespaceURI().startsWith(SPRING_NS + ""/v"")) {
            doc.renameNode(node, SPRING_NS, node.getNodeName());
        }
        NamedNodeMap map = node.getAttributes();
        for (int i = 0; i < map.getLength(); i++) {
            Node att = map.item(i);
            if (att.getNodeName().equals(""uri"") || att.getNodeName().endsWith(""Uri"")) {
                final String value = att.getNodeValue();
                String before = StringHelper.before(value, ""?"");
                String after = StringHelper.after(value, ""?"");
                if (before != null && after != null) {
                    String changed = after.replaceAll(""\\s{2,}"", """");
                    if (!after.equals(changed)) {
                        String newAtr = before.trim() + ""?"" + changed.trim();
                        LOG.debug(""Removed whitespace noise from attribute {} -> {}"", value, newAtr);
                        att.setNodeValue(newAtr);
                    }
                }
            }
        }
    }
    NodeList list = node.getChildNodes();
    for (int i = 0; i < list.getLength(); ++i) {
        doBeforeParse(list.item(i));
    }
}",java:S3776,39
"protected Object parseUsingJaxb(Element element, ParserContext parserContext, Binder<Node> binder){
    try {
        return binder.unmarshal(element);
    } catch (JAXBException e) {
        throw new BeanDefinitionStoreException(""Failed to parse JAXB element"", e);
    }
}",java:S1172,13
"private void addDependsOnToRouteBuilder(Element childElement, ParserContext parserContext, String contextId){
    String routeBuilderName = childElement.getAttribute(""ref"");
    if (ObjectHelper.isNotEmpty(routeBuilderName)) {
        try {
            BeanDefinition definition = parserContext.getRegistry().getBeanDefinition(routeBuilderName);
            Method getDependsOn = definition.getClass().getMethod(""getDependsOn"", new Class[] {});
            String[] dependsOn = (String[]) getDependsOn.invoke(definition);
            if (dependsOn == null || dependsOn.length == 0) {
                dependsOn = new String[] { contextId };
            } else {
                String[] temp = new String[dependsOn.length + 1];
                System.arraycopy(dependsOn, 0, temp, 0, dependsOn.length);
                temp[dependsOn.length] = contextId;
                dependsOn = temp;
            }
            Method method = definition.getClass().getMethod(""setDependsOn"", String[].class);
            method.invoke(definition, (Object) dependsOn);
        } catch (Exception e) {
        }
    }
}",java:S3398,35
"protected void registerTemplates(Element element, ParserContext parserContext, String contextId){
    boolean template = false;
    boolean fluentTemplate = false;
    boolean consumerTemplate = false;
    NodeList list = element.getChildNodes();
    int size = list.getLength();
    for (int i = 0; i < size; i++) {
        Node child = list.item(i);
        if (child instanceof Element) {
            Element childElement = (Element) child;
            String localName = childElement.getLocalName();
            if (""template"".equals(localName)) {
                template = true;
            } else if (""fluentTemplate"".equals(localName)) {
                fluentTemplate = true;
            } else if (""consumerTemplate"".equals(localName)) {
                consumerTemplate = true;
            }
        }
    }
    if (!template) {
        boolean existing = autoRegisterMap.get(""template"") != null;
        boolean inUse = false;
        try {
            inUse = parserContext.getRegistry().isBeanNameInUse(""template"");
        } catch (BeanCreationException e) {
            LOG.debug(""Error checking isBeanNameInUse(template). This exception will be ignored"", e);
        }
        if (!inUse || existing) {
            String id = ""template"";
            Element templateElement = element.getOwnerDocument().createElement(""template"");
            templateElement.setAttribute(""id"", id);
            BeanDefinitionParser parser = parserMap.get(""template"");
            BeanDefinition definition = parser.parse(templateElement, parserContext);
            autoRegisterBeanDefinition(id, definition, parserContext, contextId);
        }
    }
    if (!fluentTemplate) {
        boolean existing = autoRegisterMap.get(""fluentTemplate"") != null;
        boolean inUse = false;
        try {
            inUse = parserContext.getRegistry().isBeanNameInUse(""fluentTemplate"");
        } catch (BeanCreationException e) {
            LOG.debug(""Error checking isBeanNameInUse(fluentTemplate). This exception will be ignored"", e);
        }
        if (!inUse || existing) {
            String id = ""fluentTemplate"";
            Element templateElement = element.getOwnerDocument().createElement(""fluentTemplate"");
            templateElement.setAttribute(""id"", id);
            BeanDefinitionParser parser = parserMap.get(""fluentTemplate"");
            BeanDefinition definition = parser.parse(templateElement, parserContext);
            autoRegisterBeanDefinition(id, definition, parserContext, contextId);
        }
    }
    if (!consumerTemplate) {
        boolean existing = autoRegisterMap.get(""consumerTemplate"") != null;
        boolean inUse = false;
        try {
            inUse = parserContext.getRegistry().isBeanNameInUse(""consumerTemplate"");
        } catch (BeanCreationException e) {
            LOG.debug(""Error checking isBeanNameInUse(consumerTemplate). This exception will be ignored"", e);
        }
        if (!inUse || existing) {
            String id = ""consumerTemplate"";
            Element templateElement = element.getOwnerDocument().createElement(""consumerTemplate"");
            templateElement.setAttribute(""id"", id);
            BeanDefinitionParser parser = parserMap.get(""consumerTemplate"");
            BeanDefinition definition = parser.parse(templateElement, parserContext);
            autoRegisterBeanDefinition(id, definition, parserContext, contextId);
        }
    }
}",java:S3776,39
"private void registerEndpoint(Element childElement, ParserContext parserContext, String contextId){
    String id = childElement.getAttribute(""id"");
    if (ObjectHelper.isNotEmpty(id)) {
        if (id.startsWith(""_"")) {
            LOG.debug(""Skip registering endpoint starting with underscore: {}"", id);
            return;
        }
        BeanDefinition definition = endpointParser.parse(childElement, parserContext);
        definition.getPropertyValues().addPropertyValue(""camelContext"", new RuntimeBeanReference(contextId));
        try {
            Method method = definition.getClass().getMethod(""setDependsOn"", String[].class);
            method.invoke(definition, (Object) new String[] { contextId });
        } catch (Exception e) {
        }
        parserContext.registerComponent(new BeanComponentDefinition(definition, id));
    }
}",java:S3398,35
"@Deprecated
public Message getResponse(){
    return exchange.getOut();
}",java:S6355,48
"@Deprecated
public static SpringCamelContext springCamelContext(ApplicationContext applicationContext, boolean maybeStart) throws Exception{
    if (applicationContext != null) {
        String[] names = applicationContext.getBeanNamesForType(SpringCamelContext.class);
        if (names.length == 1) {
            return applicationContext.getBean(names[0], SpringCamelContext.class);
        }
    }
    SpringCamelContext answer = new SpringCamelContext();
    answer.setApplicationContext(applicationContext);
    answer.build();
    if (maybeStart) {
        answer.start();
    }
    return answer;
}",java:S6355,48
"private void logTransactionRollback(String redelivered, String ids, Throwable e, boolean rollbackOnly){
    if (rollbackLoggingLevel == LoggingLevel.OFF) {
        return;
    } else if (rollbackLoggingLevel == LoggingLevel.ERROR && LOG.isErrorEnabled()) {
        if (rollbackOnly) {
            LOG.error(""Transaction rollback ({}) redelivered({}) for {} due exchange was marked for rollbackOnly"", transactionKey, redelivered, ids);
        } else {
            LOG.error(""Transaction rollback ({}) redelivered({}) for {} caught: {}"", transactionKey, redelivered, ids, e.getMessage());
        }
    } else if (rollbackLoggingLevel == LoggingLevel.WARN && LOG.isWarnEnabled()) {
        if (rollbackOnly) {
            LOG.warn(""Transaction rollback ({}) redelivered({}) for {} due exchange was marked for rollbackOnly"", transactionKey, redelivered, ids);
        } else {
            LOG.warn(""Transaction rollback ({}) redelivered({}) for {} caught: {}"", transactionKey, redelivered, ids, e.getMessage());
        }
    } else if (rollbackLoggingLevel == LoggingLevel.INFO && LOG.isInfoEnabled()) {
        if (rollbackOnly) {
            LOG.info(""Transaction rollback ({}) redelivered({}) for {} due exchange was marked for rollbackOnly"", transactionKey, redelivered, ids);
        } else {
            LOG.info(""Transaction rollback ({}) redelivered({}) for {} caught: {}"", transactionKey, redelivered, ids, e.getMessage());
        }
    } else if (rollbackLoggingLevel == LoggingLevel.DEBUG && LOG.isDebugEnabled()) {
        if (rollbackOnly) {
            LOG.debug(""Transaction rollback ({}) redelivered({}) for {} due exchange was marked for rollbackOnly"", transactionKey, redelivered, ids);
        } else {
            LOG.debug(""Transaction rollback ({}) redelivered({}) for {} caught: {}"", transactionKey, redelivered, ids, e.getMessage());
        }
    } else if (rollbackLoggingLevel == LoggingLevel.TRACE && LOG.isTraceEnabled()) {
        if (rollbackOnly) {
            LOG.trace(""Transaction rollback ({}) redelivered({}) for {} due exchange was marked for rollbackOnly"", transactionKey, redelivered, ids);
        } else {
            LOG.trace(""Transaction rollback ({}) redelivered({}) for {} caught: {}"", transactionKey, redelivered, ids, e.getMessage());
        }
    }
}",java:S3776,39
"private TransactionTemplate resolveTransactionTemplate(TransactionErrorHandlerDefinition definition){
    TransactionTemplate answer = null;
    SpringTransactionPolicy policy = (SpringTransactionPolicy) definition.getTransactedPolicy();
    if (policy == null && definition.getTransactedPolicyRef() != null) {
        policy = mandatoryLookup(definition.getTransactedPolicyRef(), SpringTransactionPolicy.class);
    }
    if (policy != null) {
        answer = ((SpringTransactionPolicy) policy).getTransactionTemplate();
    }
    if (answer == null) {
        Map<String, SpringTransactionPolicy> mapPolicy = findByTypeWithName(SpringTransactionPolicy.class);
        if (mapPolicy != null && mapPolicy.size() == 1) {
            policy = mapPolicy.values().iterator().next();
            if (policy != null) {
                answer = policy.getTransactionTemplate();
            }
        }
    }
    if (answer == null) {
        policy = lookupByNameAndType(PROPAGATION_REQUIRED, SpringTransactionPolicy.class);
        if (policy != null) {
            answer = policy.getTransactionTemplate();
        }
    }
    if (answer == null) {
        Map<String, TransactionTemplate> mapTemplate = findByTypeWithName(TransactionTemplate.class);
        if (mapTemplate == null || mapTemplate.isEmpty()) {
            LOG.trace(""No TransactionTemplate found in registry."");
        } else if (mapTemplate.size() == 1) {
            answer = mapTemplate.values().iterator().next();
        } else {
            LOG.debug(""Found {} TransactionTemplate in registry. Cannot determine which one to use. "" + ""Please configure a TransactionTemplate on the TransactionErrorHandlerBuilder"", mapTemplate.size());
        }
    }
    if (answer == null) {
        Map<String, PlatformTransactionManager> mapManager = findByTypeWithName(PlatformTransactionManager.class);
        if (mapManager == null || mapManager.isEmpty()) {
            LOG.trace(""No PlatformTransactionManager found in registry."");
        } else if (mapManager.size() == 1) {
            answer = new TransactionTemplate(mapManager.values().iterator().next());
        } else {
            LOG.debug(""Found {} PlatformTransactionManager in registry. Cannot determine which one to use for TransactionTemplate. "" + ""Please configure a TransactionTemplate on the TransactionErrorHandlerBuilder"", mapManager.size());
        }
    }
    if (answer != null) {
        LOG.debug(""Found TransactionTemplate in registry to use: {}"", answer);
    }
    return answer;
}",java:S3776,39
